status, name, type, state, url,enlistedDate, counties, petetionDetails, spcode
T,"ivesia, Webber's",plant,CA,,07/03/2014,"Alpine_CA|Lassen_CA|Sierra_CA|Douglas_NV|Washoe_NV|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",Q34J
E,"Jewelflower, California",plant,CA,,07/19/1990,"Fresno_CA|Kern_CA|Kings_CA|Monterey_CA|San Luis Obispo_CA|Santa Barbara_CA|Tulare_CA|Ventura_CA|","",Q2Y8
E,"Jewelflower, Metcalf Canyon",plant,CA,,02/03/1995,"Santa Clara_CA|Santa Cruz_CA|","",Q222
E,"Jewelflower, Tiburon",plant,CA,,02/03/1995,"Contra Costa_CA|Marin_CA|","",Q223
E,"Larkspur, Baker's",plant,CA,,01/26/2000,"Marin_CA|Sonoma_CA|","",Q0LZ
E,"Larkspur, San Clemente Island",plant,CA,,09/12/1977,"Los Angeles_CA|","",Q1VC
E,"Larkspur, yellow",plant,CA,,01/26/2000,"Marin_CA|Sonoma_CA|","",Q0M2
E,"Layia, beach",plant,CA,,06/22/1992,"Humboldt_CA|Marin_CA|Monterey_CA|Santa Barbara_CA|","",Q34T
E,"Lessingia, San Francisco",plant,CA,,06/19/1997,"Marin_CA|San Francisco_CA|San Mateo_CA|","05/29/1991_Listing: Threatened|",Q3AI
E,"Lily, Pitkin Marsh",plant,CA,,10/22/1997,"Marin_CA|Sonoma_CA|","",Q141
E,"Lily, Western",plant,CA,,08/17/1994,"Del Norte_CA|Humboldt_CA|Coos_OR|Curry_OR|Douglas_OR|","",Q1Y0
T,"Liveforever, Laguna Beach",plant,CA,https://ecos.fws.gov/docs/species_images/doc5147-250px-thumbnail.jpg,10/13/1998,"Orange_CA|","",Q0OH
E,"Liveforever, Santa Barbara Island",plant,CA,,05/27/1978,"Santa Barbara_CA|","",Q1VT
T,"Lotus, San Clemente Island",plant,CA,,09/12/1977,"Los Angeles_CA|","05/18/2010_Delisting: Recovery|",Q1YO
E,"Lupine, clover",plant,CA,,06/22/1992,"Marin_CA|Monterey_CA|Sonoma_CA|","",Q2DD
E,"Lupine, Nipomo Mesa",plant,CA,,03/20/2000,"San Luis Obispo_CA|","",Q161
E,"Malacothrix, island",plant,CA,,07/31/1997,"Santa Barbara_CA|Ventura_CA|","",Q3EK
E,"Malacothrix, Santa Cruz Island",plant,CA,,07/31/1997,"Santa Barbara_CA|","",Q35Q
E,"Mallow, Kern",plant,CA,,07/19/1990,"Kern_CA|San Luis Obispo_CA|Santa Barbara_CA|Tulare_CA|Ventura_CA|","",Q2TD
E,"Manzanita, Del Mar",plant,CA,,10/07/1996,"Riverside_CA|San Diego_CA|","",Q036
E,"Manzanita, Franciscan",plant,CA,,10/05/2012,"Marin_CA|San Francisco_CA|San Mateo_CA|","12/23/2009_Listing: Endangered|",Q25C
T,"Manzanita, Ione",plant,CA,,05/26/1999,"Amador_CA|Calaveras_CA|Sacramento_CA|San Joaquin_CA|","",Q03G
T,"Manzanita, Morro",plant,CA,https://ecos.fws.gov/docs/species_images/doc2499-250px-thumbnail.jpg,12/15/1994,"San Luis Obispo_CA|","",Q259
T,"Manzanita, pallid",plant,CA,,04/22/1998,"Alameda_CA|Contra Costa_CA|","",Q03I
E,"Manzanita, Presidio",plant,CA,,11/29/1979,"Marin_CA|San Francisco_CA|San Mateo_CA|","",Q1T0
E,"Manzanita, Santa Rosa Island",plant,CA,,07/31/1997,"Santa Barbara_CA|","",Q037
T,"Mariposa lily, Tiburon",plant,CA,,02/03/1995,"Contra Costa_CA|Marin_CA|","",Q1TU
E,"Meadowfoam, Butte County",plant,CA,,06/08/1992,"Butte_CA|Glenn_CA|Tehama_CA|","01/16/2007_|03/06/2006_APA: Designate Critical Habitat|09/13/2005_|09/12/2005_|09/09/2005_|",Q2YE
E,"Meadowfoam, Sebastopol",plant,CA,,12/02/1991,"Lake_CA|Marin_CA|Napa_CA|Solano_CA|Sonoma_CA|","",Q1Y1
E,"Mesa-mint, Otay",plant,CA,https://ecos.fws.gov/docs/species_images/doc5151-250px-thumbnail.jpg,08/03/1993,"San Diego_CA|","",Q2GS
E,"Mesa-mint, San Diego",plant,CA,https://ecos.fws.gov/docs/species_images/doc5150-250px-thumbnail.jpg,10/29/1978,"San Diego_CA|","",Q20P
E,"Milk-vetch, Applegate's",plant,CA,https://ecos.fws.gov/docs/species_images/doc2511-250px-thumbnail.jpg,07/28/1993,"Siskiyou_CA|Klamath_OR|","",Q25T
E,"Milk-vetch, Braunton's",plant,CA,,01/29/1997,"Los Angeles_CA|Orange_CA|Riverside_CA|San Bernardino_CA|Ventura_CA|","",Q05E
E,"Milk-vetch, Clara Hunt's",plant,CA,,10/22/1997,"Napa_CA|Sonoma_CA|","",Q05J
E,"Milk-vetch, Coachella Valley",plant,CA,,10/06/1998,"Riverside_CA|San Bernardino_CA|","",Q25Y
E,"Milk-vetch, coastal dunes",plant,CA,,08/12/1998,"Los Angeles_CA|Monterey_CA|San Diego_CA|","",Q07J
E,"Milk-vetch, Cushenbury",plant,CA,,08/24/1994,"San Bernardino_CA|","",Q2Z7
T,"Milk-vetch, Fish Slough",plant,CA,,10/06/1998,"Inyo_CA|Mono_CA|","",Q25Z
E,"Milk-vetch, Lane Mountain",plant,CA,,10/06/1998,"San Bernardino_CA|","12/22/2011_Reclassify: Downlist threatenedDelisting: Recovery|",Q064
T,"Milk-vetch, Peirson's",plant,CA,https://ecos.fws.gov/docs/species_images/doc5711-250px-thumbnail.jpg,10/06/1998,"Imperial_CA|","07/08/2005_Delisting: Original Data in Error - New information|10/25/2001_Delisting: Original Data in Error - New information|",Q2ND
E,"Milk-vetch, triple-ribbed",plant,CA,,10/06/1998,"Riverside_CA|San Bernardino_CA|","",Q2ZO
E,"Milk-vetch, Ventura Marsh",plant,CA,,05/21/2001,"Los Angeles_CA|Orange_CA|Santa Barbara_CA|Ventura_CA|","",Q076
E,"Monardella, willowy",plant,CA,https://ecos.fws.gov/docs/species_images/doc5148-250px-thumbnail.jpg,10/13/1998,"San Diego_CA|","",Q18M
E,"Monkeyflower, Vandenberg",plant,CA,,09/25/2014,"Santa Barbara_CA|","",Q3NC
E,"Morning-glory, Stebbins'",plant,CA,,10/18/1996,"El Dorado_CA|Nevada_CA|Placer_CA|Sacramento_CA|","",Q0AU
E,"mountainbalm, Indian Knob",plant,CA,https://ecos.fws.gov/docs/species_images/doc2502-250px-thumbnail.jpg,12/15/1994,"San Luis Obispo_CA|","12/22/2011_Reclassify: Downlist threatenedDelisting: Recovery|",Q1W5
E,"Mountain-mahogany, Catalina Island",plant,CA,,08/08/1997,"Los Angeles_CA|","",Q0DQ
E,"Mustard, slender-petaled",plant,CA,,08/31/1984,"San Bernardino_CA|","",Q2KB
E,"Navarretia, few-flowered",plant,CA,,06/18/1997,"Lake_CA|Mendocino_CA|Napa_CA|Solano_CA|Sonoma_CA|","",Q19A
E,"Navarretia, many-flowered",plant,CA,,06/18/1997,"Lake_CA|Mendocino_CA|Napa_CA|Sonoma_CA|","",Q19B
T,"Navarretia, spreading",plant,CA,https://ecos.fws.gov/docs/species_images/doc5068-250px-thumbnail.jpg,10/13/1998,"Los Angeles_CA|Riverside_CA|San Diego_CA|San Luis Obispo_CA|Ventura_CA|","",Q2E7
E,"Niterwort, Amargosa",plant,CA,,05/20/1985,"Inyo_CA|Nye_NV|","",Q2E8
E,"Onion, Munz's",plant,CA,,10/13/1998,"Orange_CA|Riverside_CA|","",Q2X0
E,"Orcutt grass, California",plant,CA,,08/03/1993,"Los Angeles_CA|Riverside_CA|San Diego_CA|Ventura_CA|","",Q1ZO
E,"Orcutt grass, hairy",plant,CA,,03/26/1997,"Butte_CA|Colusa_CA|Fresno_CA|Glenn_CA|Madera_CA|Merced_CA|Stanislaus_CA|Tehama_CA|Tuolumne_CA|","01/16/2007_|03/06/2006_APA: Designate Critical Habitat|09/13/2005_|09/12/2005_|09/09/2005_|",Q1AY
E,"Orcutt grass, Sacramento",plant,CA,,03/26/1997,"Amador_CA|El Dorado_CA|Placer_CA|Sacramento_CA|San Joaquin_CA|","01/16/2007_|03/06/2006_APA: Designate Critical Habitat|09/13/2005_|09/09/2005_|",Q1ZQ
T,"Orcutt grass, San Joaquin",plant,CA,,03/26/1997,"Fresno_CA|Madera_CA|Mariposa_CA|Merced_CA|Solano_CA|Stanislaus_CA|Tulare_CA|","01/16/2007_|03/06/2006_APA: Designate Critical Habitat|09/13/2005_|09/12/2005_|09/09/2005_|",Q1ZP
T,"Orcutt grass, slender",plant,CA,,03/26/1997,"Butte_CA|Del Norte_CA|Glenn_CA|Lake_CA|Lassen_CA|Mendocino_CA|Modoc_CA|Plumas_CA|Sacramento_CA|Shasta_CA|Sierra_CA|Siskiyou_CA|Sonoma_CA|Tehama_CA|Trinity_CA|Jackson_OR|Josephine_OR|Klamath_OR|Lake_OR|","01/16/2007_|03/06/2006_APA: Designate Critical Habitat|09/13/2005_|09/12/2005_|09/09/2005_|",Q1AZ
T,"Owl's-clover, fleshy",plant,CA,,03/26/1997,"Amador_CA|Fresno_CA|Madera_CA|Mariposa_CA|Merced_CA|Sacramento_CA|San Joaquin_CA|Stanislaus_CA|Tuolumne_CA|","01/16/2007_|03/06/2006_APA: Designate Critical Habitat|09/13/2005_|09/12/2005_|09/09/2005_|",Q0CG
E,"oxytheca, Cushenbury",plant,CA,,08/24/1994,"San Bernardino_CA|","",Q36L
T,"Paintbrush, ash-grey",plant,CA,,10/14/1998,"San Bernardino_CA|","",Q0CL
T,"Paintbrush, San Clemente Island",plant,CA,,09/12/1977,"Los Angeles_CA|","05/18/2010_Delisting: Recovery|",Q1U2
E,"Paintbrush, soft-leaved",plant,CA,,07/31/1997,"Santa Barbara_CA|","",Q0D1
E,"Paintbrush, Tiburon",plant,CA,,02/03/1995,"Contra Costa_CA|Marin_CA|Napa_CA|Santa Clara_CA|Solano_CA|","",Q26R
E,"Penny-cress, Kneeland Prairie",plant,CA,,02/09/2000,"Humboldt_CA|","",Q2KF
E,"Pentachaeta, Lyon's",plant,CA,https://ecos.fws.gov/docs/species_images/doc5073-250px-thumbnail.jpg,01/29/1997,"Los Angeles_CA|Ventura_CA|","",Q1EA
E,"Pentachaeta, white-rayed",plant,CA,,02/03/1995,"Contra Costa_CA|Marin_CA|San Francisco_CA|San Mateo_CA|","",Q2F3
E,"Phacelia, island",plant,CA,,07/31/1997,"Santa Barbara_CA|","",Q1FV
E,"Phlox, Yreka",plant,CA,,02/03/2000,"Siskiyou_CA|","",Q1GG
E,"Piperia, Yadon's",plant,CA,,08/12/1998,"Monterey_CA|San Benito_CA|","",Q3FA
E,"Polygonum, Scotts Valley",plant,CA,,04/08/2003,"Santa Cruz_CA|","",Q3HV
E,"Potentilla, Hickman's",plant,CA,,08/12/1998,"Monterey_CA|San Mateo_CA|","",Q1J8
T,"Pussypaws, Mariposa",plant,CA,,10/14/1998,"Fresno_CA|Madera_CA|Mariposa_CA|","",Q0AS
E,"Rock-cress, Hoffmann's",plant,CA,,07/31/1997,"Santa Barbara_CA|","",Q02U
E,"Rock-cress, McDonald's",plant,CA,,09/29/1978,"Del Norte_CA|Humboldt_CA|Mendocino_CA|Siskiyou_CA|Trinity_CA|Curry_OR|Josephine_OR|","",Q1SX
E,"Rockcress, Santa Cruz Island",plant,CA,,08/08/1997,"Los Angeles_CA|Santa Barbara_CA|","",Q1OF
T,"Rush-rose, island",plant,CA,,07/31/1997,"Santa Barbara_CA|","",Q0YA
T,"Sandwort, Bear Valley",plant,CA,,10/14/1998,"San Bernardino_CA|","",Q03Z
E,"Sandwort, Marsh",plant,CA,,08/03/1993,"Fresno_CA|Kern_CA|Kings_CA|Los Angeles_CA|Marin_CA|Monterey_CA|San Benito_CA|San Francisco_CA|San Luis Obispo_CA|Santa Barbara_CA|Santa Cruz_CA|Ventura_CA|Pierce_WA|","",Q25H
E,"Seablite, California",plant,CA,https://ecos.fws.gov/docs/species_images/doc2500-250px-thumbnail.jpg,12/15/1994,"Alameda_CA|Contra Costa_CA|San Francisco_CA|San Luis Obispo_CA|San Mateo_CA|Santa Clara_CA|","",Q3AF
E,"Sedge, white",plant,CA,,10/22/1997,"Sonoma_CA|","",Q0BL
E,"Spineflower, Ben Lomond",plant,CA,,02/04/1994,"Santa Cruz_CA|","",Q30Y
E,"Spineflower, Howell's",plant,CA,,06/22/1992,"Mendocino_CA|","",Q270
T,"Spineflower, Monterey",plant,CA,,02/04/1994,"Monterey_CA|San Benito_CA|San Luis Obispo_CA|Santa Cruz_CA|","",Q271
E,"Spineflower, Orcutt's",plant,CA,,10/07/1996,"San Diego_CA|","",Q0EY
E,"spineflower, Robust",plant,CA,,02/04/1994,"Alameda_CA|Contra Costa_CA|Marin_CA|San Francisco_CA|San Mateo_CA|Santa Clara_CA|Santa Cruz_CA|","",Q3O7
E,"spineflower, Scotts Valley",plant,CA,,02/04/1994,"Santa Cruz_CA|","05/16/1990_Listing: Endangered|",Q3IB
E,"Spineflower, slender-horned",plant,CA,,09/28/1987,"Los Angeles_CA|Orange_CA|Riverside_CA|San Bernardino_CA|San Diego_CA|Ventura_CA|","06/25/2002_APA: Designate Critical Habitat|",Q2T6
E,"Spineflower, Sonoma",plant,CA,,06/22/1992,"Marin_CA|Sonoma_CA|","",Q1UF
T,"Spurge, Hoover's",plant,CA,,03/26/1997,"Butte_CA|Colusa_CA|Glenn_CA|Merced_CA|Shasta_CA|Siskiyou_CA|Stanislaus_CA|Tehama_CA|Trinity_CA|Tulare_CA|Tuolumne_CA|","01/16/2007_|03/06/2006_APA: Designate Critical Habitat|09/13/2005_|09/12/2005_|09/09/2005_|",Q0E9
E,"Stonecrop, Lake County",plant,CA,,06/18/1997,"Lake_CA|Sonoma_CA|","",Q1C2
E,"Sunburst, Hartweg's golden",plant,CA,,02/06/1997,"Calaveras_CA|Fresno_CA|Madera_CA|Mariposa_CA|Merced_CA|Stanislaus_CA|Sutter_CA|Tuolumne_CA|Yuba_CA|","",Q1K2
T,"Sunburst, San Joaquin adobe",plant,CA,,02/06/1997,"Fresno_CA|Kern_CA|Tulare_CA|","",Q1K3
E,"Sunflower, San Mateo woolly",plant,CA,,02/03/1995,"San Mateo_CA|Santa Clara_CA|Santa Cruz_CA|","",Q2TK
T,"Sunray, Ash Meadows",plant,CA,,05/20/1985,"Inyo_CA|Nye_NV|","",Q297
E,"Sunshine, Sonoma",plant,CA,,12/02/1991,"Marin_CA|Napa_CA|Solano_CA|Sonoma_CA|","",Q1TO
E,"Taraxacum, California",plant,CA,,10/14/1998,"San Bernardino_CA|","",Q1SB
E,"Tarplant, Gaviota",plant,CA,,03/20/2000,"San Luis Obispo_CA|Santa Barbara_CA|","",Q340
T,"Tarplant, Otay",plant,CA,,10/13/1998,"San Diego_CA|","",Q0YQ
T,"Tarplant, Santa Cruz",plant,CA,,03/20/2000,"Alameda_CA|Contra Costa_CA|Marin_CA|Monterey_CA|San Benito_CA|Santa Clara_CA|Santa Cruz_CA|Solano_CA|","",Q0ZL
E,"Thistle, Chorro Creek bog",plant,CA,,12/15/1994,"San Luis Obispo_CA|","",Q1UG
E,"Thistle, fountain",plant,CA,,02/03/1995,"San Mateo_CA|Santa Clara_CA|","",Q1UH
E,"Thistle, La Graciosa",plant,CA,,03/20/2000,"San Luis Obispo_CA|Santa Barbara_CA|","",Q0FE
E,"Thistle, Loch Lomond coyote",plant,CA,,08/01/1985,"Lake_CA|Napa_CA|Sonoma_CA|","",Q29S
E,"Thistle, Suisun",plant,CA,,11/20/1997,"Solano_CA|","",Q0FC
T,"Thornmint, San Diego",plant,CA,https://ecos.fws.gov/docs/species_images/doc5153-250px-thumbnail.jpg,10/13/1998,"San Diego_CA|","",Q00E
E,"Thornmint, San Mateo",plant,CA,,09/18/1985,"Alameda_CA|San Mateo_CA|Santa Clara_CA|","",Q24H
E,"Tuctoria, Greene's",plant,CA,,03/26/1997,"Butte_CA|Colusa_CA|Fresno_CA|Glenn_CA|Lassen_CA|Madera_CA|Mariposa_CA|Merced_CA|Modoc_CA|San Joaquin_CA|Shasta_CA|Siskiyou_CA|Stanislaus_CA|Tehama_CA|Tulare_CA|Tuolumne_CA|Klamath_OR|Lake_OR|","01/16/2007_|03/06/2006_APA: Designate Critical Habitat|09/13/2005_|09/12/2005_|09/09/2005_|",Q23K
T,"Vervain, Red Hills",plant,CA,,10/14/1998,"Calaveras_CA|Stanislaus_CA|Tuolumne_CA|","",Q2LO
E,"Wallflower, Ben Lomond",plant,CA,,02/04/1994,"Santa Cruz_CA|","",Q29X
E,"Wallflower, Contra Costa",plant,CA,,05/27/1978,"Contra Costa_CA|Sacramento_CA|Solano_CA|","",Q1WA
E,"Wallflower, Menzies'",plant,CA,,06/22/1992,"Humboldt_CA|Mendocino_CA|Monterey_CA|Santa Clara_CA|Santa Cruz_CA|","09/01/1983_Listing: Threatened|",Q29W
E,"Watercress, Gambel's",plant,CA,,08/03/1993,"Los Angeles_CA|Riverside_CA|San Bernardino_CA|San Diego_CA|San Luis Obispo_CA|Santa Barbara_CA|Ventura_CA|","",Q38L
T,"Wild-buckwheat, southern mountain",plant,CA,https://ecos.fws.gov/docs/species_images/doc5709-250px-thumbnail.jpg,10/14/1998,"San Bernardino_CA|Ventura_CA|","",Q0S7
E,"Woodland-star, San Clemente Island",plant,CA,,08/08/1997,"Los Angeles_CA|","",Q14U
E,"Woolly-star, Santa Ana River",plant,CA,,09/28/1987,"Riverside_CA|San Bernardino_CA|","",Q29A
E,"Wooly-threads, San Joaquin",plant,CA,,07/19/1990,"Fresno_CA|Kern_CA|Kings_CA|Monterey_CA|San Benito_CA|San Luis Obispo_CA|Santa Barbara_CA|Ventura_CA|","",Q34W
E,"Yerba santa, Lompoc",plant,CA,,03/20/2000,"Santa Barbara_CA|","",Q0QR
E,"Butterfly, Uncompahgre fritillary",animal,CO,,06/24/1991,"Archuleta_CO|Chaffee_CO|Conejos_CO|Dolores_CO|Eagle_CO|Grand_CO|Gunnison_CO|Hinsdale_CO|Lake_CO|La Plata_CO|Mineral_CO|Ouray_CO|Park_CO|Pitkin_CO|Rio Grande_CO|Saguache_CO|San Juan_CO|San Miguel_CO|Summit_CO|","11/05/1979_Listing: Threatened|",I01Q
E,"Chub, bonytail",animal,CO,https://ecos.fws.gov/docs/species_images/doc4893-250px-thumbnail.jpg,04/23/1980,"La Paz_AZ|Mohave_AZ|Yuma_AZ|Inyo_CA|San Bernardino_CA|Mesa_CO|Moffat_CO|Saguache_CO|Clark_NV|Lincoln_NV|Nye_NV|Carbon_UT|Duchesne_UT|Emery_UT|Garfield_UT|Grand_UT|San Juan_UT|Uintah_UT|Wayne_UT|","",E020
E,"Chub, humpback",animal,CO,https://ecos.fws.gov/docs/species_images/doc4891-250px-thumbnail.jpg,03/11/1967,"Coconino_AZ|Mohave_AZ|Delta_CO|Dolores_CO|Eagle_CO|Garfield_CO|Grand_CO|Gunnison_CO|Hinsdale_CO|Jackson_CO|Lake_CO|La Plata_CO|Mesa_CO|Mineral_CO|Moffat_CO|Montezuma_CO|Montrose_CO|Ouray_CO|Park_CO|Pitkin_CO|Rio Blanco_CO|Routt_CO|Saguache_CO|San Juan_CO|San Miguel_CO|Summit_CO|Clark_NV|Esmeralda_NV|Lincoln_NV|Nye_NV|Carbon_UT|Daggett_UT|Duchesne_UT|Emery_UT|Garfield_UT|Grand_UT|Kane_UT|San Juan_UT|Sanpete_UT|Summit_UT|Uintah_UT|Utah_UT|Wasatch_UT|Wayne_UT|Carbon_WY|Fremont_WY|Lincoln_WY|Sublette_WY|Sweetwater_WY|Teton_WY|Uinta_WY|","",E000
T,"Cuckoo, yellow-billed",animal,CO,https://ecos.fws.gov/docs/species_images/doc4623-250px-thumbnail.jpg,11/03/2014,"Apache_AZ|Cochise_AZ|Coconino_AZ|Gila_AZ|Graham_AZ|Greenlee_AZ|La Paz_AZ|Maricopa_AZ|Mohave_AZ|Navajo_AZ|Pima_AZ|Pinal_AZ|Santa Cruz_AZ|Yavapai_AZ|Yuma_AZ|Alameda_CA|Butte_CA|Colusa_CA|Contra Costa_CA|Del Norte_CA|El Dorado_CA|Fresno_CA|Glenn_CA|Humboldt_CA|Kern_CA|Lake_CA|Lassen_CA|Madera_CA|Marin_CA|Mendocino_CA|Modoc_CA|Mono_CA|Plumas_CA|Sacramento_CA|San Francisco_CA|San Joaquin_CA|San Luis Obispo_CA|San Mateo_CA|Santa Clara_CA|Shasta_CA|Sierra_CA|Siskiyou_CA|Solano_CA|Sonoma_CA|Stanislaus_CA|Sutter_CA|Tehama_CA|Trinity_CA|Tulare_CA|Tuolumne_CA|Yolo_CA|Yuba_CA|Alamosa_CO|Archuleta_CO|Conejos_CO|Costilla_CO|Delta_CO|Dolores_CO|Eagle_CO|Garfield_CO|Grand_CO|Gunnison_CO|Hinsdale_CO|Jackson_CO|La Plata_CO|Mesa_CO|Mineral_CO|Moffat_CO|Montezuma_CO|Montrose_CO|Ouray_CO|Pitkin_CO|Rio Blanco_CO|Rio Grande_CO|Routt_CO|Saguache_CO|San Juan_CO|San Miguel_CO|Summit_CO|Kings_CA|Los Angeles_CA|Ada_ID|Bannock_ID|Bingham_ID|Blaine_ID|Boise_ID|Bonneville_ID|Camas_ID|Cassia_ID|Clark_ID|Custer_ID|Elmore_ID|Fremont_ID|Jefferson_ID|Kootenai_ID|Lemhi_ID|Lincoln_ID|Madison_ID|Minidoka_ID|Owyhee_ID|Power_ID|Flathead_MT|Glacier_MT|Granite_MT|Lake_MT|Missoula_MT|Ravalli_MT|Lincoln_NV|Lyon_NV|Mineral_NV|Nye_NV|Bernalillo_NM|Catron_NM|Chaves_NM|Cibola_NM|Colfax_NM|Doña Ana_NM|Eddy_NM|Grant_NM|Hidalgo_NM|Lincoln_NM|Los Alamos_NM|Luna_NM|McKinley_NM|Mora_NM|Otero_NM|Rio Arriba_NM|Sandoval_NM|San Juan_NM|San Miguel_NM|Santa Fe_NM|Sierra_NM|Socorro_NM|Taos_NM|Torrance_NM|Valencia_NM|Monterey_CA|San Benito_CA|Santa Barbara_CA|Santa Cruz_CA|Ventura_CA|Baker_OR|Benton_OR|Clackamas_OR|Clatsop_OR|Columbia_OR|Deschutes_OR|Grant_OR|Jackson_OR|Josephine_OR|Klamath_OR|Lake_OR|Lane_OR|Linn_OR|Malheur_OR|Marion_OR|Multnomah_OR|Polk_OR|Umatilla_OR|Union_OR|Washington_OR|Yamhill_OR|Brewster_TX|Culberson_TX|El Paso_TX|Hudspeth_TX|Jeff Davis_TX|Presidio_TX|Beaver_UT|Box Elder_UT|Cache_UT|Carbon_UT|Daggett_UT|Davis_UT|Duchesne_UT|Emery_UT|Garfield_UT|Grand_UT|Iron_UT|Juab_UT|Kane_UT|Millard_UT|Morgan_UT|Piute_UT|Rich_UT|Salt Lake_UT|San Juan_UT|Sanpete_UT|Sevier_UT|Summit_UT|Tooele_UT|Uintah_UT|Utah_UT|Wasatch_UT|Washington_UT|Wayne_UT|Weber_UT|Adams_WA|Asotin_WA|Benton_WA|Chelan_WA|Clallam_WA|Clark_WA|Columbia_WA|Cowlitz_WA|Douglas_WA|Ferry_WA|Franklin_WA|Garfield_WA|Grant_WA|Grays Harbor_WA|Island_WA|Jefferson_WA|King_WA|Kitsap_WA|Kittitas_WA|Klickitat_WA|Lewis_WA|Lincoln_WA|Mason_WA|Okanogan_WA|Pacific_WA|Pend Oreille_WA|Pierce_WA|San Juan_WA|Skagit_WA|Skamania_WA|Snohomish_WA|Spokane_WA|Stevens_WA|Thurston_WA|Wahkiakum_WA|Walla Walla_WA|Whatcom_WA|Whitman_WA|Yakima_WA|Carbon_WY|Fremont_WY|Lincoln_WY|Sublette_WY|Sweetwater_WY|Teton_WY|Uinta_WY|","02/02/1998_Listing: EndangeredAPA: Designate Critical Habitat|05/04/2017_Delisting: Original Data in Error - New informationDelisting: Original Data in Error - Not a listable entity|",B06R
E,"Ferret, black-footed",animal,CO,https://ecos.fws.gov/docs/species_images/doc3666-250px-thumbnail.jpg,03/11/1967,"Coconino_AZ|Mohave_AZ|Yavapai_AZ|Rio Blanco_CO|Blaine_MT|Fergus_MT|Phillips_MT|Corson_SD|Custer_SD|Dewey_SD|Haakon_SD|Jackson_SD|Mellette_SD|Pennington_SD|Stanley_SD|Sully_SD|Todd_SD|Walworth_SD|Ziebach_SD|Uintah_UT|Albany_WY|Carbon_WY|Park_WY|Oglala Lakota_SD|","09/08/2009_Reclassify: Amend listing|",A004
E,"Flycatcher, southwestern willow",animal,CO,https://ecos.fws.gov/docs/species_images/doc5116-250px-thumbnail.jpg,02/27/1995,"Apache_AZ|Cochise_AZ|Coconino_AZ|Gila_AZ|Graham_AZ|Greenlee_AZ|La Paz_AZ|Maricopa_AZ|Mohave_AZ|Pima_AZ|Pinal_AZ|Santa Cruz_AZ|Yavapai_AZ|Yuma_AZ|Alpine_CA|Fresno_CA|Imperial_CA|Inyo_CA|Kern_CA|Los Angeles_CA|Madera_CA|Mono_CA|Monterey_CA|Orange_CA|Riverside_CA|San Benito_CA|San Bernardino_CA|San Diego_CA|San Luis Obispo_CA|Santa Barbara_CA|Santa Cruz_CA|Tulare_CA|Tuolumne_CA|Ventura_CA|Alamosa_CO|Archuleta_CO|Conejos_CO|Costilla_CO|Dolores_CO|Hinsdale_CO|La Plata_CO|Mineral_CO|Montezuma_CO|Ouray_CO|Rio Grande_CO|Saguache_CO|San Juan_CO|San Miguel_CO|Churchill_NV|Douglas_NV|Esmeralda_NV|Eureka_NV|Lander_NV|Lincoln_NV|Lyon_NV|Mineral_NV|Nye_NV|White Pine_NV|Bernalillo_NM|Catron_NM|Cibola_NM|Colfax_NM|Doña Ana_NM|Eddy_NM|Grant_NM|Guadalupe_NM|Hidalgo_NM|Lincoln_NM|Los Alamos_NM|McKinley_NM|Mora_NM|Rio Arriba_NM|Sandoval_NM|San Juan_NM|San Miguel_NM|Santa Fe_NM|Sierra_NM|Socorro_NM|Taos_NM|Valencia_NM|Brewster_TX|Culberson_TX|El Paso_TX|Hudspeth_TX|Jeff Davis_TX|Presidio_TX|Beaver_UT|Carbon_UT|Emery_UT|Garfield_UT|Grand_UT|Iron_UT|Kane_UT|Millard_UT|Piute_UT|San Juan_UT|Sanpete_UT|Uintah_UT|Washington_UT|Wayne_UT|","01/30/1992_Listing: EndangeredAPA: Designate Critical Habitat|08/25/2015_Delisting: Original Data in Error - Not a listable entity|",B094
