status, name, type, state, url,enlistedDate, counties, petetionDetails, spcode
T,"Manatee, West Indian",animal,AL,https://ecos.fws.gov/docs/species_images/doc3661-250px-thumbnail.jpg,03/11/1967,"Baldwin_AL|Mobile_AL|Bay_FL|Brevard_FL|Broward_FL|Charlotte_FL|Citrus_FL|Clay_FL|Collier_FL|DeSoto_FL|Dixie_FL|Duval_FL|Escambia_FL|Flagler_FL|Franklin_FL|Glades_FL|Gulf_FL|Hendry_FL|Hernando_FL|Highlands_FL|Hillsborough_FL|Indian River_FL|Jefferson_FL|Lake_FL|Lee_FL|Leon_FL|Levy_FL|Manatee_FL|Marion_FL|Martin_FL|Miami-Dade_FL|Monroe_FL|Nassau_FL|Okaloosa_FL|Okeechobee_FL|Palm Beach_FL|Pasco_FL|Pinellas_FL|Putnam_FL|St. Johns_FL|St. Lucie_FL|Santa Rosa_FL|Sarasota_FL|Seminole_FL|Taylor_FL|Volusia_FL|Wakulla_FL|Walton_FL|Bryan_GA|Camden_GA|Chatham_GA|Glynn_GA|Liberty_GA|McIntosh_GA|Ascension_LA|Cameron_LA|East Baton Rouge_LA|Iberia_LA|Jefferson_LA|Lafourche_LA|Livingston_LA|Orleans_LA|Plaquemines_LA|St. Bernard_LA|St. Charles_LA|St. James_LA|St. John the Baptist_LA|St. Mary_LA|St. Tammany_LA|Tangipahoa_LA|Terrebonne_LA|Vermilion_LA|Hancock_MS|Harrison_MS|Jackson_MS|Beaufort_NC|Brunswick_NC|Carteret_NC|Craven_NC|Currituck_NC|Dare_NC|Hyde_NC|New Hanover_NC|Onslow_NC|Pamlico_NC|Pender_NC|Pitt_NC|Beaufort_SC|Charleston_SC|Georgetown_SC|Horry_SC|Jasper_SC|Aransas_TX|Brazoria_TX|Calhoun_TX|Cameron_TX|Chambers_TX|Galveston_TX|Harris_TX|Jackson_TX|Jefferson_TX|Kenedy_TX|Kleberg_TX|Matagorda_TX|Nueces_TX|Orange_TX|Refugio_TX|San Patricio_TX|Willacy_TX|Aguada_PR|Aguadilla_PR|Añasco_PR|Arecibo_PR|Arroyo_PR|Barceloneta_PR|Bayamón_PR|Cabo Rojo_PR|Camuy_PR|Carolina_PR|Cataño_PR|Ceiba_PR|Culebra_PR|Dorado_PR|Fajardo_PR|Guánica_PR|Guayama_PR|Guayanilla_PR|Guaynabo_PR|Hatillo_PR|Humacao_PR|Isabela_PR|Juana Díaz_PR|Lajas_PR|Loíza_PR|Luquillo_PR|Manatí_PR|Maunabo_PR|Mayagüez_PR|Naguabo_PR|Patillas_PR|Peñuelas_PR|Ponce_PR|Quebradillas_PR|Rincón_PR|Río Grande_PR|Salinas_PR|San Juan_PR|Santa Isabel_PR|Toa Baja_PR|Vega Alta_PR|Vega Baja_PR|Vieques_PR|Yabucoa_PR|Yauco_PR|Colleton_SC|Berkeley_SC|","12/17/2012_Reclassify: Downlist threatened|08/29/2014_APA: Other|08/28/2014_APA: Other|07/22/2009_APA: Designate Critical Habitat|12/19/2008_APA: Designate Critical Habitat|",A007
T,"Moccasinshell, Alabama",animal,AL,https://ecos.fws.gov/docs/species_images/doc4907-250px-thumbnail.jpg,03/17/1993,"Bibb_AL|Blount_AL|Chilton_AL|Choctaw_AL|Dallas_AL|Elmore_AL|Etowah_AL|Fayette_AL|Franklin_AL|Greene_AL|Hale_AL|Jefferson_AL|Lamar_AL|Lawrence_AL|Marengo_AL|Marion_AL|Marshall_AL|Perry_AL|Pickens_AL|St. Clair_AL|Shelby_AL|Sumter_AL|Tuscaloosa_AL|Walker_AL|Winston_AL|Bartow_GA|Chattooga_GA|Cherokee_GA|Fannin_GA|Floyd_GA|Gilmer_GA|Gordon_GA|Murray_GA|Pickens_GA|Walker_GA|Whitfield_GA|Clay_MS|Itawamba_MS|Kemper_MS|Lauderdale_MS|Lowndes_MS|Monroe_MS|Noxubee_MS|Bradley_TN|Polk_TN|","",F038
E,"Moccasinshell, Coosa",animal,AL,https://ecos.fws.gov/docs/species_images/doc4980-250px-thumbnail.jpg,03/17/1993,"Blount_AL|Calhoun_AL|Cherokee_AL|Clay_AL|Cleburne_AL|Coosa_AL|Elmore_AL|Etowah_AL|Jefferson_AL|St. Clair_AL|Shelby_AL|Talladega_AL|Tallapoosa_AL|Bartow_GA|Chattooga_GA|Fannin_GA|Floyd_GA|Gilmer_GA|Gordon_GA|Murray_GA|Walker_GA|Whitfield_GA|Bradley_TN|Polk_TN|","",F039
E,"Moccasinshell, Gulf",animal,AL,https://ecos.fws.gov/docs/species_images/doc5169-250px-thumbnail.jpg,03/16/1998,"Geneva_AL|Houston_AL|Bay_FL|Calhoun_FL|Gulf_FL|Jackson_FL|Washington_FL|Baker_GA|Calhoun_GA|Chattahoochee_GA|Clay_GA|Clayton_GA|Colquitt_GA|Coweta_GA|Crawford_GA|Crisp_GA|Decatur_GA|Dooly_GA|Dougherty_GA|Early_GA|Fayette_GA|Fulton_GA|Grady_GA|Harris_GA|Henry_GA|Houston_GA|Lamar_GA|Lee_GA|Macon_GA|Marion_GA|Meriwether_GA|Miller_GA|Mitchell_GA|Monroe_GA|Muscogee_GA|Peach_GA|Pike_GA|Randolph_GA|Schley_GA|Seminole_GA|Spalding_GA|Stewart_GA|Sumter_GA|Talbot_GA|Taylor_GA|Terrell_GA|Turner_GA|Upson_GA|Webster_GA|Worth_GA|","",F03M
E,"Monkeyface, Cumberland (pearlymussel)",animal,AL,,06/14/1976,"Colbert_AL|Lauderdale_AL|","",F00E
E,"Mouse, Alabama beach",animal,AL,https://ecos.fws.gov/docs/species_images/doc4923-250px-thumbnail.jpg,06/06/1985,"Baldwin_AL|","10/31/1982_Listing: Threatened|02/09/1999_APA: Designate Critical Habitat|",A08Y
E,"Mouse, Perdido Key beach",animal,AL,https://ecos.fws.gov/docs/species_images/doc4484-250px-thumbnail.jpg,06/06/1985,"Baldwin_AL|Escambia_FL|","01/13/2011_|02/09/1999_APA: Designate Critical Habitat|11/05/1991_APA: Designate Critical Habitat|",A08C
T,"Mucket, orangenacre",animal,AL,,03/17/1993,"Autauga_AL|Bibb_AL|Blount_AL|Chilton_AL|Choctaw_AL|Conecuh_AL|Dallas_AL|Etowah_AL|Fayette_AL|Franklin_AL|Greene_AL|Hale_AL|Jefferson_AL|Lamar_AL|Lawrence_AL|Lowndes_AL|Marion_AL|Marshall_AL|Monroe_AL|Perry_AL|Pickens_AL|St. Clair_AL|Shelby_AL|Sumter_AL|Tuscaloosa_AL|Walker_AL|Wilcox_AL|Winston_AL|Clay_MS|Itawamba_MS|Kemper_MS|Lauderdale_MS|Lowndes_MS|Monroe_MS|Noxubee_MS|","",F01S
E,"Mucket, pink (pearlymussel)",animal,AL,https://ecos.fws.gov/docs/species_images/doc4977-250px-thumbnail.jpg,06/14/1976,"Colbert_AL|DeKalb_AL|Franklin_AL|Jackson_AL|Lauderdale_AL|Lawrence_AL|Limestone_AL|Madison_AL|Marshall_AL|Morgan_AL|Dade_GA|Massac_IL|Ballard_KY|Bath_KY|Boone_KY|Boyd_KY|Bracken_KY|Breckinridge_KY|Bullitt_KY|Butler_KY|Calloway_KY|Campbell_KY|Carroll_KY|Crittenden_KY|Cumberland_KY|Daviess_KY|Edmonson_KY|Fleming_KY|Gallatin_KY|Green_KY|Greenup_KY|Hancock_KY|Hart_KY|Henderson_KY|Hickman_KY|Jefferson_KY|Kenton_KY|Lewis_KY|Livingston_KY|Lyon_KY|McCracken_KY|Marshall_KY|Mason_KY|Nelson_KY|Nicholas_KY|Oldham_KY|Pendleton_KY|Robertson_KY|Rowan_KY|Russell_KY|Spencer_KY|Trigg_KY|Trimble_KY|Warren_KY|Wayne_KY|Morehouse_LA|Alcorn_MS|Tishomingo_MS|Butler_MO|Camden_MO|Carter_MO|Cedar_MO|Cole_MO|Crawford_MO|Franklin_MO|Gasconade_MO|Hickory_MO|Iron_MO|Jefferson_MO|Maries_MO|Miller_MO|Morgan_MO|Osage_MO|Phelps_MO|Polk_MO|Pulaski_MO|Reynolds_MO|Ripley_MO|St. Clair_MO|St. Louis_MO|Wayne_MO|Adams_OH|Athens_OH|Brown_OH|Clermont_OH|Gallia_OH|Hamilton_OH|Lawrence_OH|Meigs_OH|Morgan_OH|Scioto_OH|Washington_OH|Anderson_TN|Benton_TN|Bledsoe_TN|Blount_TN|Campbell_TN|Carroll_TN|Cheatham_TN|Claiborne_TN|Clay_TN|Cocke_TN|Davidson_TN|Decatur_TN|DeKalb_TN|Dickson_TN|Grainger_TN|Greene_TN|Hamilton_TN|Hancock_TN|Hardin_TN|Hawkins_TN|Henderson_TN|Henry_TN|Houston_TN|Humphreys_TN|Jefferson_TN|Knox_TN|Loudon_TN|McMinn_TN|McNairy_TN|Macon_TN|Marion_TN|Meigs_TN|Monroe_TN|Overton_TN|Perry_TN|Pickett_TN|Putnam_TN|Rhea_TN|Roane_TN|Robertson_TN|Sequatchie_TN|Sevier_TN|Smith_TN|Stewart_TN|Sumner_TN|Trousdale_TN|Union_TN|Washington_TN|Wayne_TN|Wilson_TN|Buchanan_VA|Dickenson_VA|Lee_VA|Russell_VA|Scott_VA|Smyth_VA|Tazewell_VA|Washington_VA|Wise_VA|Norton_VA|Boone_WV|Braxton_WV|Cabell_WV|Calhoun_WV|Clay_WV|Fayette_WV|Jackson_WV|Kanawha_WV|Mason_WV|Nicholas_WV|Pleasants_WV|Putnam_WV|Raleigh_WV|Roane_WV|Tyler_WV|Wayne_WV|Webster_WV|Wetzel_WV|Wood_WV|","",F00G
E,"Mussel, oyster",animal,AL,https://ecos.fws.gov/docs/species_images/doc3752-250px-thumbnail.jpg,01/10/1997,"Colbert_AL|Lauderdale_AL|","",F01T
E,"Mussel, sheepnose",animal,AL,https://ecos.fws.gov/docs/species_images/doc4925-250px-thumbnail.jpg,04/12/2012,"Colbert_AL|Jackson_AL|Lauderdale_AL|Limestone_AL|Madison_AL|Marshall_AL|Morgan_AL|Adams_IL|Alexander_IL|Carroll_IL|Hancock_IL|Henderson_IL|Jo Daviess_IL|Kankakee_IL|Massac_IL|Mercer_IL|Pike_IL|Pulaski_IL|Rock Island_IL|Wabash_IL|Whiteside_IL|Will_IL|Carroll_IN|Cass_IN|Clark_IN|Crawford_IN|Dearborn_IN|Floyd_IN|Fulton_IN|Harrison_IN|Jefferson_IN|Knox_IN|Marshall_IN|Martin_IN|Ohio_IN|Perry_IN|Posey_IN|Pulaski_IN|Spencer_IN|Starke_IN|Switzerland_IN|Tippecanoe_IN|Vanderburgh_IN|Wabash_IN|Warrick_IN|White_IN|Allamakee_IA|Clayton_IA|Des Moines_IA|Jackson_IA|Lee_IA|Louisa_IA|Muscatine_IA|Scott_IA|Edmonson_KY|Hart_KY|Oldham_KY|Sunflower_MS|Crawford_MO|Franklin_MO|Jefferson_MO|Laclede_MO|Lewis_MO|Marion_MO|Pike_MO|Ralls_MO|St. Louis_MO|Adams_OH|Athens_OH|Brown_OH|Clermont_OH|Coshocton_OH|Gallia_OH|Hamilton_OH|Lawrence_OH|Meigs_OH|Morgan_OH|Muskingum_OH|Scioto_OH|Washington_OH|Armstrong_PA|Butler_PA|Clarion_PA|Forest_PA|Venango_PA|Anderson_TN|Blount_TN|Campbell_TN|Claiborne_TN|Decatur_TN|DeKalb_TN|Grainger_TN|Hancock_TN|Hardin_TN|Hawkins_TN|Henderson_TN|Jefferson_TN|Knox_TN|Loudon_TN|McNairy_TN|Putnam_TN|Roane_TN|Sevier_TN|Smith_TN|Union_TN|Wilson_TN|Buchanan_VA|Dickenson_VA|Lee_VA|Russell_VA|Scott_VA|Smyth_VA|Tazewell_VA|Washington_VA|Wise_VA|Norton_VA|Cabell_WV|Fayette_WV|Jackson_WV|Kanawha_WV|Mason_WV|Pleasants_WV|Putnam_WV|Tyler_WV|Wayne_WV|Wetzel_WV|Wood_WV|Buffalo_WI|Columbia_WI|Crawford_WI|Dane_WI|Dunn_WI|Eau Claire_WI|Grant_WI|Iowa_WI|La Crosse_WI|Pepin_WI|Richland_WI|Rusk_WI|Sauk_WI|","04/20/2010_Listing: Threatened or EndangeredAPA: Designate Critical Habitat|",F046
E,"Mussel, snuffbox",animal,AL,,03/15/2012,"Colbert_AL|Franklin_AL|Jackson_AL|Limestone_AL|Madison_AL|Marshall_AL|Baxter_AR|Benton_AR|Boone_AR|Carroll_AR|Clay_AR|Craighead_AR|Fulton_AR|Greene_AR|Independence_AR|Izard_AR|Lawrence_AR|Madison_AR|Marion_AR|Randolph_AR|Searcy_AR|Sharp_AR|Stone_AR|Van Buren_AR|Coles_IL|Cook_IL|Cumberland_IL|Douglas_IL|DuPage_IL|Grundy_IL|Kankakee_IL|Livingston_IL|Madison_IL|Monroe_IL|Will_IL|Carroll_IN|Clark_IN|Floyd_IN|Hancock_IN|Harrison_IN|Huntington_IN|Johnson_IN|LaGrange_IN|Lake_IN|Posey_IN|Shelby_IN|Tippecanoe_IN|Vanderburgh_IN|Warrick_IN|White_IN|Adair_KY|Allen_KY|Anderson_KY|Barren_KY|Bath_KY|Bell_KY|Boone_KY|Bourbon_KY|Boyd_KY|Boyle_KY|Bracken_KY|Breathitt_KY|Breckinridge_KY|Bullitt_KY|Butler_KY|Campbell_KY|Carter_KY|Casey_KY|Clark_KY|Clay_KY|Clinton_KY|Cumberland_KY|Daviess_KY|Edmonson_KY|Elliott_KY|Estill_KY|Fleming_KY|Grant_KY|Grayson_KY|Green_KY|Greenup_KY|Hardin_KY|Harlan_KY|Hart_KY|Henderson_KY|Jackson_KY|Jefferson_KY|Johnson_KY|Kenton_KY|Knox_KY|Larue_KY|Laurel_KY|Lawrence_KY|Lee_KY|Leslie_KY|Lewis_KY|Lincoln_KY|Logan_KY|McCreary_KY|Madison_KY|Magoffin_KY|Marion_KY|Mason_KY|Meade_KY|Menifee_KY|Metcalfe_KY|Monroe_KY|Montgomery_KY|Morgan_KY|Muhlenberg_KY|Nelson_KY|Nicholas_KY|Ohio_KY|Owsley_KY|Pendleton_KY|Perry_KY|Powell_KY|Pulaski_KY|Robertson_KY|Rockcastle_KY|Rowan_KY|Russell_KY|Shelby_KY|Simpson_KY|Spencer_KY|Taylor_KY|Todd_KY|Union_KY|Warren_KY|Washington_KY|Wayne_KY|Webster_KY|Whitley_KY|Wolfe_KY|Gratiot_MI|Ionia_MI|Kent_MI|Livingston_MI|Oakland_MI|St. Clair_MI|Washtenaw_MI|Chisago_MN|Hennepin_MN|Ramsey_MN|Washington_MN|Itawamba_MS|Tishomingo_MS|Bollinger_MO|Butler_MO|Carter_MO|Crawford_MO|Franklin_MO|Gasconade_MO|Jefferson_MO|Maries_MO|Oregon_MO|Phelps_MO|Ripley_MO|St. Charles_MO|Ste. Genevieve_MO|St. Francois_MO|St. Louis_MO|Stoddard_MO|Warren_MO|Washington_MO|Wayne_MO|St. Louis_MO|Adams_OH|Ashtabula_OH|Athens_OH|Champaign_OH|Clermont_OH|Coshocton_OH|Delaware_OH|Franklin_OH|Gallia_OH|Greene_OH|Hamilton_OH|Lake_OH|Lawrence_OH|Madison_OH|Marion_OH|Meigs_OH|Miami_OH|Montgomery_OH|Morgan_OH|Muskingum_OH|Pickaway_OH|Scioto_OH|Union_OH|Warren_OH|Washington_OH|Armstrong_PA|Butler_PA|Clarion_PA|Crawford_PA|Erie_PA|Forest_PA|Mercer_PA|Venango_PA|Westmoreland_PA|Bedford_TN|Campbell_TN|Cannon_TN|Claiborne_TN|Cocke_TN|Coffee_TN|DeKalb_TN|Franklin_TN|Giles_TN|Grainger_TN|Greene_TN|Hancock_TN|Hawkins_TN|Lincoln_TN|Macon_TN|Marshall_TN|Maury_TN|Moore_TN|Pickett_TN|Putnam_TN|Rutherford_TN|Scott_TN|Smith_TN|Sullivan_TN|Sumner_TN|Union_TN|Washington_TN|Williamson_TN|Wilson_TN|Bland_VA|Buchanan_VA|Dickenson_VA|Lee_VA|Russell_VA|Scott_VA|Smyth_VA|Tazewell_VA|Washington_VA|Wise_VA|Wythe_VA|Norton_VA|Barbour_WV|Boone_WV|Braxton_WV|Cabell_WV|Calhoun_WV|Clay_WV|Doddridge_WV|Fayette_WV|Gilmer_WV|Harrison_WV|Jackson_WV|Kanawha_WV|Lewis_WV|Marion_WV|Marshall_WV|Mason_WV|Monongalia_WV|Nicholas_WV|Pleasants_WV|Putnam_WV|Raleigh_WV|Ritchie_WV|Roane_WV|Taylor_WV|Tyler_WV|Upshur_WV|Wayne_WV|Webster_WV|Wetzel_WV|Wirt_WV|Wood_WV|Outagamie_WI|Pierce_WI|Polk_WI|St. Croix_WI|Shawano_WI|Waupaca_WI|Waushara_WI|","04/20/2010_Listing: Threatened or EndangeredAPA: Designate Critical Habitat|",F03J
E,"Pearlshell, Alabama",animal,AL,https://ecos.fws.gov/docs/species_images/doc4906-250px-thumbnail.jpg,10/10/2012,"Conecuh_AL|Crenshaw_AL|Escambia_AL|Monroe_AL|Wilcox_AL|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",F01W
E,"Pearlymussel, cracking",animal,AL,,09/28/1989,"Limestone_AL|Anderson_TN|Campbell_TN|Claiborne_TN|Decatur_TN|Franklin_TN|Giles_TN|Grainger_TN|Hancock_TN|Hardin_TN|Hawkins_TN|Henderson_TN|Hickman_TN|Knox_TN|Lawrence_TN|Lewis_TN|Lincoln_TN|Loudon_TN|McNairy_TN|Marshall_TN|Maury_TN|Moore_TN|Perry_TN|Roane_TN|Union_TN|Wayne_TN|Williamson_TN|Buchanan_VA|Dickenson_VA|Lee_VA|Russell_VA|Scott_VA|Tazewell_VA|Washington_VA|Wise_VA|Norton_VA|","",F01X
E,"Pearlymussel, dromedary",animal,AL,https://ecos.fws.gov/docs/species_images/doc4964-250px-thumbnail.jpg,06/14/1976,"Colbert_AL|Franklin_AL|Lauderdale_AL|McCreary_KY|Pulaski_KY|Wayne_KY|Anderson_TN|Bledsoe_TN|Blount_TN|Campbell_TN|Claiborne_TN|Clay_TN|DeKalb_TN|Giles_TN|Grainger_TN|Greene_TN|Hamblen_TN|Hamilton_TN|Hancock_TN|Hawkins_TN|Jackson_TN|Jefferson_TN|Knox_TN|Lincoln_TN|Loudon_TN|McMinn_TN|Macon_TN|Marion_TN|Marshall_TN|Meigs_TN|Overton_TN|Putnam_TN|Rhea_TN|Roane_TN|Sequatchie_TN|Sevier_TN|Smith_TN|Sumner_TN|Trousdale_TN|Union_TN|Wilson_TN|Lee_VA|Scott_VA|Wise_VA|","",F00K
E,"Pearlymussel, littlewing",animal,AL,,11/14/1988,"Lauderdale_AL|Limestone_AL|Jackson_KY|Logan_KY|McCreary_KY|Rockcastle_KY|Cherokee_NC|Macon_NC|Swain_NC|Bedford_TN|Bledsoe_TN|Coffee_TN|Fentress_TN|Franklin_TN|Greene_TN|Grundy_TN|Hawkins_TN|Marion_TN|Moore_TN|Pickett_TN|Rutherford_TN|Scott_TN|Sequatchie_TN|Sullivan_TN|Van Buren_TN|Warren_TN|Washington_TN|White_TN|Bland_VA|Buchanan_VA|Dickenson_VA|Grayson_VA|Lee_VA|Russell_VA|Scott_VA|Smyth_VA|Tazewell_VA|Washington_VA|Wise_VA|Wythe_VA|Bristol_VA|Norton_VA|","",F00L
E,"Pearlymussel, slabside",animal,AL,https://ecos.fws.gov/docs/species_images/doc4930-250px-thumbnail.jpg,10/28/2013,"Colbert_AL|Franklin_AL|Jackson_AL|Lauderdale_AL|Madison_AL|Marshall_AL|Christian_KY|Harlan_KY|Logan_KY|Simpson_KY|Todd_KY|Itawamba_MS|Tishomingo_MS|Cherokee_NC|Madison_NC|Bedford_TN|Bledsoe_TN|Cannon_TN|Cheatham_TN|Claiborne_TN|Cocke_TN|Coffee_TN|Cumberland_TN|DeKalb_TN|Dickson_TN|Franklin_TN|Giles_TN|Greene_TN|Grundy_TN|Hancock_TN|Hawkins_TN|Hickman_TN|Humphreys_TN|Lawrence_TN|Lewis_TN|Lincoln_TN|McMinn_TN|Marshall_TN|Maury_TN|Monroe_TN|Montgomery_TN|Moore_TN|Perry_TN|Polk_TN|Putnam_TN|Robertson_TN|Rutherford_TN|Sequatchie_TN|Smith_TN|Van Buren_TN|Washington_TN|Wayne_TN|Williamson_TN|Wilson_TN|Bland_VA|Buchanan_VA|Dickenson_VA|Grayson_VA|Lee_VA|Russell_VA|Scott_VA|Smyth_VA|Tazewell_VA|Washington_VA|Wise_VA|Wythe_VA|Bristol_VA|Norton_VA|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",F01Y
E,"Pebblesnail, flat",animal,AL,,10/28/1998,"Bibb_AL|Jefferson_AL|Shelby_AL|Tuscaloosa_AL|","",G07F
E,"Pigtoe, dark",animal,AL,,03/17/1993,"Blount_AL|Cullman_AL|Fayette_AL|Franklin_AL|Jefferson_AL|Lawrence_AL|Marion_AL|Morgan_AL|Tuscaloosa_AL|Walker_AL|Winston_AL|","",F03A
E,"Pigtoe, finerayed",animal,AL,https://ecos.fws.gov/docs/species_images/doc4973-250px-thumbnail.jpg,06/14/1976,"Jackson_AL|Madison_AL|Marshall_AL|Anderson_TN|Blount_TN|Campbell_TN|Claiborne_TN|Cocke_TN|Cumberland_TN|Franklin_TN|Giles_TN|Grainger_TN|Greene_TN|Grundy_TN|Hamblen_TN|Hancock_TN|Hawkins_TN|Jefferson_TN|Knox_TN|Lincoln_TN|Loudon_TN|Marion_TN|Marshall_TN|Moore_TN|Morgan_TN|Roane_TN|Scott_TN|Sequatchie_TN|Sevier_TN|Sullivan_TN|Union_TN|Bland_VA|Buchanan_VA|Dickenson_VA|Lee_VA|Russell_VA|Scott_VA|Smyth_VA|Tazewell_VA|Washington_VA|Wise_VA|Norton_VA|","",F00O
E,"Pigtoe, flat",animal,AL,,04/07/1987,"Pickens_AL|Clay_MS|Lowndes_MS|Monroe_MS|Noxubee_MS|","",F013
T,"Pigtoe, fuzzy",animal,AL,,10/10/2012,"Bay_FL|Escambia_FL|Holmes_FL|Jackson_FL|Okaloosa_FL|Santa Rosa_FL|Walton_FL|Washington_FL|Barbour_AL|Bullock_AL|Butler_AL|Coffee_AL|Conecuh_AL|Covington_AL|Crenshaw_AL|Dale_AL|Escambia_AL|Geneva_AL|Henry_AL|Houston_AL|Lowndes_AL|Monroe_AL|Montgomery_AL|Pike_AL|","04/20/2010_Listing: Threatened or EndangeredAPA: Designate Critical Habitat|",F03V
E,"Pigtoe, Georgia",animal,AL,,12/02/2010,"Cherokee_AL|Clay_AL|Coosa_AL|Etowah_AL|Tallapoosa_AL|Fannin_GA|Gilmer_GA|Gordon_GA|Murray_GA|Walker_GA|Whitfield_GA|Bradley_TN|Polk_TN|","05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|",F03Z
E,"Pigtoe, heavy",animal,AL,,04/07/1987,"Autauga_AL|Dallas_AL|Franklin_AL|Greene_AL|Lamar_AL|Lowndes_AL|Marion_AL|Perry_AL|Pickens_AL|Sumter_AL|Wilcox_AL|Clay_MS|Itawamba_MS|Lowndes_MS|Monroe_MS|Noxubee_MS|","",F014
T,"Pigtoe, narrow",animal,AL,,10/10/2012,"Escambia_FL|Okaloosa_FL|Santa Rosa_FL|Walton_FL|Bullock_AL|Butler_AL|Coffee_AL|Conecuh_AL|Covington_AL|Crenshaw_AL|Escambia_AL|Lowndes_AL|Monroe_AL|Montgomery_AL|Pike_AL|","04/20/2010_Listing: Threatened or EndangeredAPA: Designate Critical Habitat|",F02T
E,"Pigtoe, oval",animal,AL,https://ecos.fws.gov/docs/species_images/doc5170-250px-thumbnail.jpg,03/16/1998,"Barbour_AL|Bullock_AL|Chambers_AL|Dale_AL|Geneva_AL|Henry_AL|Houston_AL|Lee_AL|Macon_AL|Randolph_AL|Russell_AL|Alachua_FL|Bay_FL|Bradford_FL|Calhoun_FL|Columbia_FL|Gadsden_FL|Gulf_FL|Jackson_FL|Leon_FL|Union_FL|Washington_FL|Baker_GA|Calhoun_GA|Chattahoochee_GA|Clay_GA|Clayton_GA|Colquitt_GA|Coweta_GA|Crawford_GA|Crisp_GA|Decatur_GA|Dooly_GA|Dougherty_GA|Early_GA|Fayette_GA|Fulton_GA|Grady_GA|Harris_GA|Henry_GA|Houston_GA|Lamar_GA|Lee_GA|Macon_GA|Marion_GA|Meriwether_GA|Miller_GA|Mitchell_GA|Monroe_GA|Peach_GA|Pike_GA|Randolph_GA|Schley_GA|Seminole_GA|Spalding_GA|Stewart_GA|Sumter_GA|Talbot_GA|Taylor_GA|Terrell_GA|Thomas_GA|Turner_GA|Upson_GA|Webster_GA|Worth_GA|","",F02S
E,"Pigtoe, rough",animal,AL,https://ecos.fws.gov/docs/species_images/doc4501-250px-thumbnail.jpg,06/14/1976,"Colbert_AL|Franklin_AL|Jackson_AL|Lauderdale_AL|Lawrence_AL|Limestone_AL|Madison_AL|Marshall_AL|Morgan_AL|Lawrence_IN|Martin_IN|Adair_KY|Allen_KY|Ballard_KY|Barren_KY|Bath_KY|Boone_KY|Boyd_KY|Bracken_KY|Breathitt_KY|Breckinridge_KY|Bullitt_KY|Butler_KY|Campbell_KY|Carlisle_KY|Carroll_KY|Casey_KY|Crittenden_KY|Daviess_KY|Edmonson_KY|Elliott_KY|Fleming_KY|Floyd_KY|Gallatin_KY|Grant_KY|Green_KY|Greenup_KY|Hancock_KY|Hardin_KY|Harrison_KY|Hart_KY|Henderson_KY|Hopkins_KY|Jefferson_KY|Johnson_KY|Kenton_KY|Knott_KY|Lewis_KY|Lincoln_KY|Livingston_KY|McCracken_KY|McLean_KY|Magoffin_KY|Marshall_KY|Mason_KY|Meade_KY|Menifee_KY|Monroe_KY|Morgan_KY|Muhlenberg_KY|Nicholas_KY|Ohio_KY|Oldham_KY|Owen_KY|Pendleton_KY|Robertson_KY|Rowan_KY|Russell_KY|Taylor_KY|Trimble_KY|Union_KY|Warren_KY|Webster_KY|Anderson_TN|Benton_TN|Bledsoe_TN|Blount_TN|Campbell_TN|Clay_TN|Decatur_TN|Hamilton_TN|Hancock_TN|Hardin_TN|Hawkins_TN|Henderson_TN|Houston_TN|Humphreys_TN|Jefferson_TN|Knox_TN|Loudon_TN|McMinn_TN|McNairy_TN|Macon_TN|Marion_TN|Meigs_TN|Overton_TN|Rhea_TN|Roane_TN|Sequatchie_TN|Sevier_TN|Smith_TN|Stewart_TN|Sumner_TN|Trousdale_TN|Union_TN|Wilson_TN|Buchanan_VA|Dickenson_VA|Lee_VA|Russell_VA|Scott_VA|Smyth_VA|Tazewell_VA|Washington_VA|Wise_VA|Norton_VA|","",F00P
E,"Pigtoe, shiny",animal,AL,https://ecos.fws.gov/docs/species_images/doc4972-250px-thumbnail.jpg,06/14/1976,"Colbert_AL|Lauderdale_AL|","",F00Q
E,"Pigtoe, southern",animal,AL,https://ecos.fws.gov/docs/species_images/doc4928-250px-thumbnail.jpg,03/17/1993,"Blount_AL|Calhoun_AL|Cherokee_AL|Chilton_AL|Clay_AL|Cleburne_AL|Coosa_AL|DeKalb_AL|Elmore_AL|Etowah_AL|Jefferson_AL|Randolph_AL|St. Clair_AL|Shelby_AL|Talladega_AL|Tallapoosa_AL|Bartow_GA|Chattooga_GA|Cherokee_GA|Fannin_GA|Floyd_GA|Gilmer_GA|Gordon_GA|Murray_GA|Pickens_GA|Polk_GA|Walker_GA|Whitfield_GA|Bradley_TN|Polk_TN|","",F03B
T,"Pigtoe, tapered",animal,AL,,10/10/2012,"Bay_FL|Holmes_FL|Jackson_FL|Walton_FL|Washington_FL|Barbour_AL|Bullock_AL|Coffee_AL|Covington_AL|Crenshaw_AL|Dale_AL|Geneva_AL|Henry_AL|Houston_AL|Pike_AL|","04/20/2010_Listing: Threatened or EndangeredAPA: Designate Critical Habitat|",F03W
